# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.0,3.0,0.0,0,3.0,0,0.0,0.0,0.0
 0.08931527725414992,1.0119658281264785,3.0,0.0,0.2679458317624498,3.0000000000000004,0,0.0,0.0,0.0
 0.12613116036771801,1.0238636044235605,3.0,0.0,0.3783934811031541,3.0,0,0.0,0.0,0.0
 0.1542590176028986,1.035693766767717,3.0,0.0,0.4627770528086958,3.0,0,0.0,0.0,0.0
 0.17787027676637068,1.047456753035418,3.0,0.0,0.533610830299112,2.9999999999999987,0,0.0,0.0,0.0
 0.19858331770004214,1.0591530011031338,3.0,0.0,0.5957499531001265,3.0000000000000013,0,0.0,0.0,0.0
 0.2172294468180826,1.0707829488473353,3.0,0.0,0.6516883404542478,3.0000000000000013,0,0.0,0.0,0.0
 0.23430327091825853,1.0823470341444923,3.0,0.0,0.7029098127547756,2.999999999999997,0,0.0,0.0,0.0
 0.2501275606180115,1.0938456948710755,3.0,0.0,0.7503826818540345,2.9999999999999964,0,0.0,0.0,0.0
 0.26492686903314205,1.1052793689035554,3.0,0.0,0.794780607099426,2.9999999999999925,0,0.0,0.0,0.0
 0.27886495431588665,1.1166484941184023,3.0,0.0,0.8365948629476597,2.999999999999996,0,0.0,0.0,0.0
 0.2920656414713266,1.1279535083920862,3.0,0.0,0.8761969244139796,3.000000000000004,0,0.0,0.0,0.0
 0.30462528851150716,1.1391948496010784,3.0,0.0,0.9138758655345213,2.9999999999999956,0,0.0,0.0,0.0
 0.3166206516973146,1.1503729556218483,3.0,0.0,0.9498619550919436,2.9999999999999956,0,0.0,0.0,0.0
 0.3281140699318527,1.161488264330867,3.0,0.0,0.984342209795558,3.0000000000000098,0,0.0,0.0,0.0
 0.33915700750007094,1.1725412136046047,3.0,0.0,1.0174710225002128,3.000000000000015,0,0.0,0.0,0.0
 0.3497925493008027,1.1835322413195317,3.0,0.0,1.0493776479024082,3.0,0,0.0,0.0,0.0
 0.360057204114493,1.1944617853521184,3.0,0.0,1.0801716123434788,2.9999999999999836,0,0.0,0.0,0.0
 0.369982237032028,1.2053302835788355,3.0,0.0,1.1099467110960837,2.999999999999989,0,0.0,0.0,0.0
 0.3795946731942316,1.2161381738761532,3.0,0.0,1.1387840195826946,3.0,0,0.0,0.0,0.0
 0.3889180668817377,1.2268858941205416,3.0,0.0,1.1667542006452127,2.9999999999999942,0,0.0,0.0,0.0
 0.3979730997512868,1.2375738821884714,3.0,0.0,1.19391929925386,3.0,0,0.0,0.0,0.0
 0.4067780524695772,1.248202575956413,3.0,0.0,1.2203341574087312,2.9999999999999876,0,0.0,0.0,0.0
 0.4153491810519891,1.258772413300837,3.0,0.0,1.2460475431559668,2.9999999999999933,0,0.0,0.0,0.0
 0.4237010204520898,1.2692838320982132,3.0,0.0,1.2711030613562688,2.9999999999999933,0,0.0,0.0,0.0
 0.43184663189996275,1.2797372702250127,3.0,0.0,1.2955398956998876,2.9999999999999862,0,0.0,0.0,0.0
 0.4397978062380526,1.2901331655577053,3.0,0.0,1.3193934187141572,3.000000000000007,0,0.0,0.0,0.0
 0.4475652324691616,1.3004719559727618,3.0,0.0,1.3426956974074842,3.000000000000007,0,0.0,0.0,0.0
 0.45515863853287647,1.3107540793466523,3.0,0.0,1.365475915598629,3.000000000000007,0,0.0,0.0,0.0
 0.4625869097123608,1.3209799735558476,3.0,0.0,1.3877607291370821,3.000000000000022,0,0.0,0.0,0.0
 0.4698581888732087,1.3311500764768176,3.0,0.0,1.4095745666196258,3.0000000000000075,0,0.0,0.0,0.0
 0.47697996183350183,1.3412648259860331,3.0,0.0,1.430939885500505,2.9999999999999845,0,0.0,0.0,0.0
 0.4839591304782974,1.3513246599599644,3.0,0.0,1.451877391434892,3.000000000000008,0,0.0,0.0,0.0
 0.490802075705392,1.3613300162750819,3.0,0.0,1.4724062271161757,3.0,0,0.0,0.0,0.0
 0.49751471188153895,1.371281332807856,3.0,0.0,1.4925441356446165,3.0,0,0.0,0.0,0.0
 0.5041025341698895,1.3811790474347567,3.0,0.0,1.5123076025096682,3.000000000000017,0,0.0,0.0,0.0
 0.5105706598387436,1.391023598032255,3.0,0.0,1.5317119795162308,3.000000000000034,0,0.0,0.0,0.0
 0.5169238644628569,1.400815422476821,3.0,0.0,1.5507715933885706,3.0,0,0.0,0.0,0.0
 0.5231666137697278,1.4105549586449253,3.0,0.0,1.5694998413091834,2.9999999999999822,0,0.0,0.0,0.0
 0.529303091755589,1.420242644413038,3.0,0.0,1.5879092752667667,2.999999999999982,0,0.0,0.0,0.0
 0.5353372255925105,1.4298789176576296,3.0,0.0,1.6060116767775314,3.000000000000018,0,0.0,0.0,0.0
 0.541272707763946,1.439464216255171,3.0,0.0,1.6238181232918376,2.9999999999999627,0,0.0,0.0,0.0
 0.5471130157972433,1.4489989780821317,3.0,0.0,1.6413390473917295,3.000000000000019,0,0.0,0.0,0.0
 0.5528614299050489,1.4584836410149828,3.0,0.0,1.6585842897151464,2.9999999999999614,0,0.0,0.0,0.0
 0.558521048800726,1.4679186429301943,3.0,0.0,1.6755631464021776,3.000000000000039,0,0.0,0.0,0.0
 0.5640948039140448,1.4773044217042368,3.0,0.0,1.692284411742134,3.0,0,0.0,0.0,0.0
 0.569585472200957,1.4866414152135807,3.0,0.0,1.708756416602871,3.0000000000000404,0,0.0,0.0,0.0
