# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 7.074513742417471,4.3842536701179595,3.4979394997040973,62.74260792761396,2.738278990149657,2.4092752861007276,0.4000975262849097,-130.86763314113665,62.7783501448087,-16.369299935678452
 7.08440117230995,4.396445408248719,3.5222469626768094,63.36332446343625,2.762359379036863,2.4354548299273286,0.39315236879421805,-131.02948344663963,62.230974928409104,-16.075655734567324
 7.094287194248356,4.408478738281806,3.5468955112554257,63.97854124682684,2.786694728530267,2.4615916943160325,0.38631579270291216,-131.1884077319058,61.68741606152935,-15.779339903559315
 7.104171838979736,4.420351198161445,3.571885681596158,64.58829943899198,2.8112846292526603,2.4876868507297654,0.3795872518368679,-131.3443809009482,61.14773133878071,-15.480401150219611
 7.114055137310478,4.432060325831854,3.597218009855224,65.19264071006114,2.8361286843305322,2.513741288229389,0.3729661264763355,-131.49737832379537,60.61197388663506,-15.178888709981855
 7.123937120072929,4.443603659237255,3.622893032188834,65.79160719120706,2.8612265089656574,2.5397559617780607,0.3664517285108472,-131.6473758403806,60.080192346915084,-14.874852329952235
 7.133817818093754,4.454978736321872,3.648911284753206,66.38524142881998,2.8865777304945848,2.5657318415659525,0.36004330626001724,-131.7943497643572,59.55243104156427,-14.5683422532393
 7.143697262163625,4.466183095029923,3.67527330370455,66.97358634051996,2.912181988119984,2.591669879835042,0.3537400491838889,-131.93827688683882,58.5236392300869,-14.137395770057932
 7.153660737439874,4.477214273305632,3.701979625199085,67.55668517306503,2.8879803695012485,-2.4290338408755376,0.3475410923790479,-132.07913448006434,56.95608128632577,-13.57787105434655
 7.1638070866260755,4.488069809093219,3.7290307853930216,68.1345814620738,2.8575413219426427,-3.0,0.34144552085775903,-132.21690030098696,55.358091514284276,-13.014851644552127
 7.174153135699626,4.4987472403369075,3.756427320442575,68.7073189934987,2.826503174721991,-2.999999999999957,0.33545237366287084,-132.35155259478648,53.78626728403663,-12.46221245647836
 7.184706438652661,4.509244104980918,3.78416976650396,69.27494176686002,2.794843265862887,-3.000000000000042,0.3295606477889376,-132.48307009830478,52.24008314991108,-11.920029404522095
 7.1954750316437135,4.519557940969471,3.8122586597333905,69.83749396012016,2.76253748688973,-3.0,0.32376930192285613,-132.61143204340345,50.71899679043268,-11.388374687790355
 7.206467479668289,4.529686286246789,3.8406945362870797,70.39501989619761,2.7295601428160032,-3.0,0.3180772599988335,-132.73661816024338,49.22244869865157,-10.867317129464396
 7.217692929223943,4.5396266787570925,3.869477932321243,70.94756401107007,2.6958837941490423,-3.0,0.31248341459714324,-132.85860868048547,47.749861662877905,-10.356922527022496
 7.229161167942253,4.549376656444604,3.8986093839920954,71.49517082338623,2.661479077994112,-2.9999999999999614,0.3069866301499618,-132.9773843404124,46.30064001872353,-9.85725401526153
 7.240882692352537,4.558933757253545,3.92808942745585,72.0378849055775,2.6263145047632586,-2.9999999999999623,0.3015857460090343,-133.09292638397068,44.874168634827235,-9.368372444455446
 7.252868785179992,4.568295519128136,3.95791859886872,72.57575085638939,2.5903562262808952,-3.0,0.29627957933891674,-133.2052165657321,43.46981159883423,-8.890336776541902
 7.265131603876682,4.5774594800126,3.988097434386922,73.10881327480517,2.553567770190825,-2.9999999999999636,0.2910669278414861,-133.31423715377534,42.086910553943014,-8.423204502443685
 7.277684282454018,4.586423177851157,4.0186264701666685,73.63711673530192,2.5159097344588166,-3.0000000000000355,0.2859465723855345,-133.41997093248568,40.72478262996425,-7.967032084676158
 7.29054104915201,4.59518415058803,4.049506242364174,74.1607057644018,2.4773394343648403,-3.0000000000000346,0.28091727943688666,-133.52240120527378,39.382717895784566,-7.52187542974251
 7.303717363073208,4.60373993616744,4.080737287135653,74.6796248184666,2.4378104926012485,-3.0000000000000338,0.2759778033585194,-133.6215117972122,38.05997624407203,-7.087790396037223
 7.317230073667866,4.612088072533606,4.112320140637321,75.19391826269234,2.3972723608172726,-3.0,0.2711268885992912,-133.71728705758946,36.755783593850225,-6.66483334408592
 7.331097607936268,4.620226097630752,4.144255339025389,75.70363035124203,2.355669758012066,-3.0,0.2663632717574253,-133.80971186238176,35.469327273502316,-6.2530617371864485
 7.34534019149011,4.6281515494031,4.176543418456074,76.20880520853345,2.3129420073505393,-3.000000000000031,0.2616856834776314,-133.89877161664097,34.19975039017108,-5.852534802688375
 7.359980111293602,4.63586196579487,4.209184915085588,76.70948681154498,2.2690222479400646,-3.00000000000003,0.25709285029627016,-133.98445225679947,32.94614496291581,-5.463314266084713
 7.375042030136957,4.643354884750285,4.242180365070148,77.20571897317781,2.223836491410001,-3.0,0.2525834962951013,-134.06674025289098,31.707543505210047,-5.085465173232056
 7.390553365896594,4.650627844213565,4.275530304565966,77.69754532660045,2.1773024841310873,-3.0,0.24815634473365597,-134.14562261068693,30.482908656520813,-4.71905681977148
 7.40654475272321,4.657678382128933,4.309235269729257,78.18500931052728,2.129328323651239,-3.0,0.2438101194721952,-134.22108687374867,29.271120331528827,-4.364163811613556
 7.423050606938362,4.664504036440607,4.343295796716236,78.66815415543365,2.0798107610057843,-3.0,0.23954354640861986,-134.2931211253942,28.070959659905178,-4.020867287096186
 7.440109828317315,4.671102345092812,4.377712421683115,79.14702287059163,2.0286330968689263,-3.0,0.23535535477515712,-134.36171399058017,26.881088746993772,-3.6892563398214127
 7.457766678673498,4.677470846029769,4.41248568078611,79.62165823200858,1.975662545800375,-3.0,0.23124427825327676,-134.426854637698,25.70002487921014,-3.3694296931302734
 7.47607189593686,4.6836070771957,4.4476161101814355,80.09210277109635,1.920746894010288,-3.000000000000012,0.2272090561926522,-134.48853278028437,24.52610727163961,-3.061497693120719
 7.495084125961395,4.689508576534825,4.483104246025304,80.55839876415118,1.8637102039366826,-3.0000000000000235,0.2232484345628898,-134.54673867864557,23.357453592488174,-2.7655847095582837
 7.514871790595494,4.695172881991365,4.518950624473932,81.02058822254587,1.8043472100343863,-2.999999999999989,0.2193611669506194,-134.6014631413955,22.19190222694116,-2.4818320657336077
 7.53551556670711,4.700597531509542,4.555155781683531,81.4787128836097,1.7424158816995388,-2.9999999999999676,0.21554601541671686,-134.65269752690713,21.026934206542286,-2.2104016641067687
